id,name,sex,grau,grau.date,grau.obs,uc-entrada,uc-entrada.date,uc-entrada.obs,uc-saida,uc-saida.date,uc-saida.obs,faculdade,faculdade.date,faculdade.obs,nota-processamento,nota-processamento.date,nota-processamento.obs,naturalidade,naturalidade.date,naturalidade.obs,faculdade-original,faculdade-original.date,faculdade-original.obs
150169,João Batista,m,Doutor em Teologia,1680-06-23,"""1680/06/23""",1670-10-01,1670-10-01,,1680-06-23,1680-06-23,,Teologia,1670-10-01,Teologia,,,,,,,,,
150222,João Batista,m,Doutor em Teologia,1686-06-16,"""1686/06/16""",1677-10-15,1677-10-15,,1686-06-16,1686-06-16,,Teologia,1677-10-15,Teologia,,,,"Celas, Coimbra",1677-10-15,,,,
150175,João Batista,m,Doutor em Teologia,1723-04-18,"""1723/04/18""",1704-10-01,1704-10-01,,1723-04-18,1723-04-18,,Teologia,1704-10-01,Teologia,,,,,,,,,
150174,João Batista,m,Doutor em Teologia,1758-06-19,"19.06.1758, Atos 92, fl. 19 v.",1752-10-01,1752-10-01,,1758-06-19,1758-06-19,,Teologia,1752-10-01,Teologia,,,,,,,,,
135871,João Batista Ribeiro de Figueiredo,m,Doutor em Leis,1803-07-17,"17.07.1803, fl. 82",1795-10-17,1795-10-17,,1803-07-17,1803-07-17,,Leis,1795-10-17,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,"Ribeiro, Viseu",1795-10-17,Ribeiro (Viseu),Direito,1795-10-17,
184813,João Batista da Silva Ferrão de Carvalho Martens,m,Doutor em Direito,1854-07-31,"Doutoramento 31.07.1854, Atos grandes n.º 4, fl. 118",1848-10-24,1848-10-24,,1854-07-31,1854-07-31,,Direito,1848-10-24,Direito,,,,Lisboa,1848-10-24,,,,
251187,João Bernardes de Morais,m,Doutor em Medicina,1672-03-21,,1672-03-21,1672-03-21,,1672-05-26,1672-05-26,,Medicina,1672-03-21,Medicina,,,,Lisboa,1672-03-21,,,,
200808,João Bernardino Teixeira,m,Doutor em Cursos jurídicos (Cânones ou Leis),1789-07-25,"Doutoramento 25.07.1789 Atos Grandes n.º 1, fl. 189v.",1784-11-10,1784-11-10,,1789-10-17,1789-10-17,,Cursos jurídicos (Cânones ou Leis),1784-11-10,Direito,,,,"Benfica, Lisboa",1784-11-10,,,,
154951,João Borges da Fonseca,m,Doutor em Cânones,1724-10-12,Doutor 12.10.1724,1713-10-01,1713-10-01,,1727-10-01,1727-10-01,,Cânones,1713-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Cânones,Teologia.",Aldeia das Dez,1713-10-01,,Teologia,1713-10-01,
154951,João Borges da Fonseca,m,Doutor em Cânones,1724-10-12,Doutor 12.10.1724,1713-10-01,1713-10-01,,1727-10-01,1727-10-01,,Teologia,1713-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Cânones,Teologia.",Aldeia das Dez,1713-10-01,,Teologia,1713-10-01,
188057,João Bravo,m,Doutor em Medicina,1594-07-28,Doutor 28.07.1594,1588-01-07,1588-01-07,,1594-07-28,1594-07-28,,Medicina,1588-01-07,Medicina,,,,Serpa,1588-01-07,,,,
203670,João Caetano Torel,m,Doutor em Cânones,1725-07-13,13.07.1725,1719-10-01,1719-10-01,,1725-07-13,1725-07-13,,Cânones,1719-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1719-10-01,,Leis,1719-10-01,
203670,João Caetano Torel,m,Doutor em Cânones,1725-07-13,13.07.1725,1719-10-01,1719-10-01,,1725-07-13,1725-07-13,,Leis,1719-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1719-10-01,,Leis,1719-10-01,
241137,João Caldeira de Moura,m,Doutor em Cânones,1695-10-23,Doutor 1695.10.23,1687-10-22,1687-10-22,,1695-10-23,1695-10-23,,Cânones,1687-10-22,Cânones,,,,"Arganil, Pombeiro",1687-10-22,Arganil (Pombeiro),,,
289236,João Cardoso Castelo,m,Doutor em Cânones,1762-07-07,"Doutoramento 07.07.1762, Atos n.º 96, fl. 183v.",1762-05-10,1762-05-10,,1762-07-07,1762-07-07,,Cânones,1762-05-10,Cânones,,,,Lisboa,1762-05-10,,,,
201881,João Carlos Pereira Soares da Costa,m,Doutor em Leis,1799-07-21,"Doutoramento 21.07.1799, Atos grandes n.º 2, fl. 178",1793-10-00,1793-10-00,,1799-07-21,1799-07-21,,Leis,1793-10-00,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,Direito para Leis.,Guimarães,1793-10-00,,Direito,1793-10-00,
235862,João Carlos de Matos Pereira,m,Doutor em Cânones,1748-07-07,"Doutoramento 07.07.1748, Atos n.º 82, fl. 186.",1741-10-01,1741-10-01,,1748-07-07,1748-07-07,,Cânones,1741-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Aldeia das Dez,1741-10-01,,Leis,1741-10-01,
235862,João Carlos de Matos Pereira,m,Doutor em Cânones,1748-07-07,"Doutoramento 07.07.1748, Atos n.º 82, fl. 186.",1741-10-01,1741-10-01,,1748-07-07,1748-07-07,,Leis,1741-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Aldeia das Dez,1741-10-01,,Leis,1741-10-01,
139304,João Carneiro,m,Doutor em Cânones,1630-07-25,Doutor - 25.07.1630,1622-10-03,1622-10-03,,1630-07-25,1630-07-25,,Cânones,1622-10-03,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Porto,1622-10-03,,Leis,1622-10-03,
139305,João Carneiro,m,Doutor em Cânones,1630-07-25,Doutor - 25.07.1630,1629-10-16,1629-10-16,,1633-10-15,1633-10-15,,Cânones,1629-10-16,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Porto,1629-10-16,,Cânones,1629-10-16,
139304,João Carneiro,m,Doutor em Cânones,1630-07-25,Doutor - 25.07.1630,1622-10-03,1622-10-03,,1630-07-25,1630-07-25,,Leis,1622-10-03,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Porto,1622-10-03,,Leis,1622-10-03,
139305,João Carneiro,m,Doutor em Cânones,1630-07-25,Doutor - 25.07.1630,1629-10-16,1629-10-16,,1633-10-15,1633-10-15,,Leis,1629-10-16,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Porto,1629-10-16,,Cânones,1629-10-16,
155555,João Carvalho,m,Doutor em Leis,1601-06-12,12.06.1601,1590-10-01,1590-10-01,,1601-06-12,1601-06-12,,Leis,1590-10-01,Leis,,,,Lisboa,1590-10-01,,,,
245485,João Centeno de Mexia,m,Doutor em Leis,1738-07-06,Doutoramento 06.07.1738,1732-10-01,1732-10-01,,1738-07-06,1738-07-06,,Leis,1732-10-01,Leis,,,,Campo Maior,1732-10-01,,,,
143290,João Coelho de Almeida,m,Doutor em Cânones,1646-07-29,"""1646/07/29""",1638-10-09,1638-10-09,,1646-07-29,1646-07-29,,Cânones,1638-10-09,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1638-10-09,,Leis,1638-10-09,
143290,João Coelho de Almeida,m,Doutor em Cânones,1646-07-29,"""1646/07/29""",1638-10-09,1638-10-09,,1646-07-29,1646-07-29,,Leis,1638-10-09,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Lisboa,1638-10-09,,Leis,1638-10-09,
238342,João Coelho de Sousa,m,Doutor em Cânones,1711-06-28,Doutor 28.06.1711,1704-10-01,1704-10-01,,1711-06-28,1711-06-28,,Cânones,1704-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Santo Varão,1704-10-01,,Cânones,1704-10-01,
238342,João Coelho de Sousa,m,Doutor em Cânones,1711-06-28,Doutor 28.06.1711,1704-10-01,1704-10-01,,1711-06-28,1711-06-28,,Leis,1704-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Santo Varão,1704-10-01,,Cânones,1704-10-01,
186880,João Correia Botelho,m,Doutor em Teologia,1789-07-25,"Doutoramento 25.07.1789, Atos e grandes n.º 1, fl. 126v.",1783-10-03,1783-10-03,,1790-10-08,1790-10-08,,Teologia,1783-10-03,Teologia,,,,Vila Real,1783-10-03,,,,
140901,João Correia de Abreu,m,Doutor em Cânones,1687-07-13,"""1687/07/13""",1681-10-01,1681-10-01,,1687-07-13,1687-07-13,,Cânones,1681-10-01,Cânones,,,,Lisboa,1681-10-01,,,,
194590,João Correia de Lacerda,m,Doutor em Teologia,1661-06-26,Doutor 26.06.1661,1654-05-18,1654-05-18,,1669-10-01,1669-10-01,,Teologia,1654-05-18,Teologia,,,,Porto,1654-05-18,,,,
206945,João Correia do Vale,m,Doutor em Cânones,1670-02-13,13.02.1670,1661-10-19,1661-10-19,,1676-04-10,1676-04-10,,Cânones,1661-10-19,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Ansião,1661-10-19,,Leis,1661-10-19,
206945,João Correia do Vale,m,Doutor em Cânones,1670-02-13,13.02.1670,1661-10-19,1661-10-19,,1676-04-10,1676-04-10,,Leis,1661-10-19,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Ansião,1661-10-19,,Leis,1661-10-19,
199050,João Cosme de Távora,m,Doutor em Cursos jurídicos (Cânones ou Leis),1737-07-11,Doutoramento 11.07.1737,1730-10-01,1730-10-01,,1737-07-11,1737-07-11,,Cursos jurídicos (Cânones ou Leis),1730-10-01,Faculdade inferida,Aviso: faculdade inferida,2022-05-01,Cursos jurídicos (Cânones ou Leis),Lisboa,1730-10-01,,,,
238355,João Crisóstomo Ribeiro de Sousa,m,Doutor em Cânones,1797-07-30,"Doutoramento 30.07.1797, Atos Grandes n.º2, fl.171v.",1791-10-31,1791-10-31,,1797-07-30,1797-07-30,,Cânones,1791-10-31,Cânones,,,,Enxara do Bispo,1791-10-31,,,,
227179,João Crisóstomo da Silva,m,Doutor em Cânones,1706-07-04,Doutor 04.07.1706,1699-10-01,1699-10-01,,1706-07-04,1706-07-04,,Cânones,1699-10-01,Cânones,,,,Lisboa,1699-10-01,,,,
240363,João Crisóstomo de Amorim Pessoa,m,Doutor em Teologia,1850-07-28,"Doutoramento 28.07.1850, Atos Grandes n.º 04, fl. 86",1843-10-14,1843-10-14,,1850-07-28,1850-07-28,,Teologia,1843-10-14,Teologia,,,,Cantanhede,1843-10-14,,,,
211289,João Currim,m,Doutor em Teologia,1746-04-23,"Doutoramento 23.04.1746, Atos n.º 80, fl. 13",1745-10-01,1745-10-01,,1746-04-23,1746-04-23,,Teologia,1745-10-01,Teologia,,,,Irlanda,1745-10-01,,,,
134562,João Delgarte,m,Doutor em Cânones,1653-07-27,27.07.1653,1648-10-06,1648-10-06,,1658-12-04,1658-12-04,,Cânones,1648-10-06,Cânones,,,,Lisboa,1648-10-06,,,,
192673,João Dias Pereira Chaves,m,Doutor em Cursos jurídicos (Cânones ou Leis),1791-07-25,"Doutoramento 25.07.1791, Atos grandes n.º 2, fl. 161",1785-10-31,1785-10-31,,1791-07-25,1791-07-25,,Cursos jurídicos (Cânones ou Leis),1785-10-31,Direito,,,,Lisboa,1785-10-31,,,,
180993,João Dinis Pinto Guimarães,m,Doutor em Teologia,1790-07-31,"31.07.1790, Atos n.º 1, fl. 131v.",1783-10-25,1783-10-25,,1790-07-31,1790-07-31,,Teologia,1783-10-25,Teologia,,,,Coimbra,1783-10-25,,,,
243872,João Diogo de Vilas Boas e Faria,m,Doutor em Cânones,1736-07-01,01.07.1736,1729-10-01,1729-10-01,,1736-07-01,1736-07-01,,Cânones,1729-10-01,Cânones,,,,Barcelos,1729-10-01,,,,
164214,João Duarte,m,Doutor em Medicina,1721-10-05,05.10.1721,1713-04-05,1713-04-05,,1721-10-05,1721-10-05,,Medicina,1713-04-05,Medicina,,,,Coimbra,1713-04-05,,,,
250227,João Duarte Lopes,m,Doutor em Medicina,1681-04-21,Doutor 21.04.1681,1669-10-01,1669-10-01,,1684-12-20,1684-12-20,,Medicina,1669-10-01,Medicina,,,,Alpedrinha,1669-10-01,,,,
163679,João Duarte Ribeiro,m,Doutor em Cânones,1677-07-11,Doutor 1677.07.11,1671-10-01,1671-10-01,,1677-07-11,1677-07-11,,Cânones,1671-10-01,Cânones,,,,Lisboa,1671-10-01,,,,
167351,João Evangelista,m,Doutor em Teologia,1713-12-13,13.12.1713,1713-10-02,1713-10-02,,1713-12-13,1713-12-13,,Teologia,1713-10-02,Teologia,,,,,,,,,
200833,João Felix Teixeira,m,Doutor em Leis,1758-06-22,"Doutoramento 22.06.1758 Atos n.º 92, fl. 170",1751-10-01,1751-10-01,,1758-06-22,1758-06-22,,Leis,1751-10-01,Leis,,,,Torre,1751-10-01,,,,
141480,João Felix de Agorreta,m,Doutor em Cânones,1669-10-28,"""1669/10/28""",1661-10-23,1661-10-23,,1669-10-28,1669-10-28,,Cânones,1661-10-23,Cânones,,,,Alcobaça,1661-10-23,,,,
246039,João Ferreira,m,Doutor em Cânones,1577-06-12,Doutor 12.06.1577,1569-02-01,1569-02-01,,1575-05-07,1575-05-07,,Cânones,1569-02-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Toledo,1569-02-01,,Cânones,1569-02-01,
246039,João Ferreira,m,Doutor em Cânones,1577-06-12,Doutor 12.06.1577,1569-02-01,1569-02-01,,1575-05-07,1575-05-07,,Leis,1569-02-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Toledo,1569-02-01,,Cânones,1569-02-01,
186547,João Ferreira de Bós,m,Doutor em Leis,1677-07-22,Doutor 22.07.1677,1676-10-15,1676-10-15,,1677-07-22,1677-07-22,,Leis,1676-10-15,Leis,,,,Lisboa,1676-10-15,,,,
131534,João Fialho,m,Doutor em Teologia,1710-11-16,Doutor 16.11.1710,1702-10-01,1702-10-01,,1710-11-16,1710-11-16,,Teologia,1702-10-01,Teologia,,,,Évora,1702-10-01,,,,
219745,João Fortunato Ramos dos Santos,m,Doutor em Leis,1796-07-24,"Doutoramento 24.07.1796, Atos grandes n.º 2, fl. 175v.",1790-10-11,1790-10-11,,1796-07-24,1796-07-24,,Leis,1790-10-11,Leis,,,,"Vitória, Espírito Santo, Brasil",1790-10-11,,,,
194028,João Francisco Coelho,m,Doutor em Cursos jurídicos (Cânones ou Leis),1801-07-25,"Doutoramento 25.07.1801 Aprovado Nemine Discrepante, Atos grandes n.º 2, fl. 180v.",1795-11-11,1795-11-11,,1801-07-25,1801-07-25,,Cursos jurídicos (Cânones ou Leis),1795-11-11,Direito,,,,"Laguna, Rio de Janeiro, Brasil",1795-11-11,,,,
164756,João Freire,m,Doutor em Teologia,1654-07-30,Doutor 30.07.1654,1654-06-23,1654-06-23,,1654-07-30,1654-07-30,,Teologia,1654-06-23,Teologia,,,,Teologia,1654-06-23,,,,
149308,João Garcês de Azevedo,m,Doutor em Cânones,1648-11-15,15.11.1648,1642-10-13,1642-10-13,,1648-11-15,1648-11-15,,Cânones,1642-10-13,Cânones,,,,Lisboa,1642-10-13,,,,
184994,João Gomes,m,Doutor em Leis,1621-07-06,Doutor 06.07.1621,1609-10-01,1609-10-01,,1621-10-02,1621-10-02,,Leis,1609-10-01,Leis,,,,Coimbra,1609-10-01,,,,
180313,João Gomes,m,Doutor em Teologia,1665-10-09,Doutoramneto 09.10.1665,1653-10-17,1653-10-17,,1660-11-10,1660-11-10,,Teologia,1653-10-17,Teologia,,,,Borba,1653-10-17,,,,
204165,João Gomes Leitão,m,Doutor em Cânones,1595-05-05,Doutor 05.05.1595,1578-11-12,1578-11-12,,1595-05-05,1595-05-05,,Cânones,1578-11-12,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Pinhel,1578-11-12,,Cânones,1578-11-12,
204165,João Gomes Leitão,m,Doutor em Cânones,1595-05-05,Doutor 05.05.1595,1578-11-12,1578-11-12,,1595-05-05,1595-05-05,,Leis,1578-11-12,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Pinhel,1578-11-12,,Cânones,1578-11-12,
181928,João Gomes Machado,m,Doutor em Leis,1691-10-14,Doutor 14.10.1691,1685-10-01,1685-10-01,,1696-10-01,1696-10-01,,Leis,1685-10-01,Leis,,,,Lisboa,1685-10-01,,,,
130125,João Gonçalves da Câmara,m,Doutor em Teologia,1632-10-17,17.10.1632,1625-11-08,1625-11-08,,1632-10-17,1632-10-17,,Teologia,1625-11-08,Teologia,,,,,,,,,
251739,João Gualberto Pinto de Morais Sarmento,m,Doutor em Cânones,1767-11-05,"Doutoramento 05.11.1767, Atos n.º 102, fl. 119",1760-10-01,1760-10-01,,1767-11-05,1767-11-05,,Cânones,1760-10-01,Cânones,,,,Lisboa,1760-10-01,,,,
236023,João Guedes Pereira,m,Doutor em Cânones,1712-07-16,16.07.1712,1703-10-01,1703-10-01,,1712-07-16,1712-07-16,,Cânones,1703-10-01,Cânones,,,,Lisboa,1703-10-01,,,,
202714,João Hilário Temudo,m,Doutor em Cânones,1754-04-13,"13.04.1754, Atos n.º 89, fl. 146 v.",1733-10-01,1733-10-01,,1754-04-13,1754-04-13,,Cânones,1733-10-01,Cânones,,,,Portalegre,1733-10-01,,,,
191887,João Homem,m,Doutor em Cânones,1705-06-29,Doutor 29.06.1705,1698-10-01,1698-10-01,,1705-06-16,1705-06-16,,Cânones,1698-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Sardoal,1698-10-01,,Leis,1698-10-01,
191887,João Homem,m,Doutor em Cânones,1705-06-29,Doutor 29.06.1705,1698-10-01,1698-10-01,,1705-06-16,1705-06-16,,Leis,1698-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Sardoal,1698-10-01,,Leis,1698-10-01,
278786,João Huet,m,Doutor em Teologia,1793-07-11,"11.07.1793, fl. 165 v.",1791-07-06,1791-07-06,,1793-07-27,1793-07-27,,Teologia,1791-07-06,Teologia,,,,São Martinho de Recesinhos,1791-07-06,,,,
183852,João Inácio da Fonseca Manso,m,Doutor em Cânones,1783-07-02,"Doutoramento 02.07.1783, Atos grandes n.º 1, fl. 172v.",1777-10-23,1777-10-23,,1783-07-02,1783-07-02,,Cânones,1777-10-23,Cânones,,,,Montemor-o-Novo,1777-10-23,,,,
188551,João Joaquim Bernardino de Brito,m,Doutor em Teologia,1788-07-13,"Doutoramento 13.07.1788, Atos grandes n.º 1, fl. 124",1780-10-26,1780-10-26,,1788-07-13,1788-07-13,,Teologia,1780-10-26,Teologia,,,,Matosinhos,1780-10-26,,,,
180870,João José de Faria Rosa Guião,m,Doutor em Leis,1767-07-05,"Doutoramento 05.07.1767, Atos n.º 101, fl. 86",1760-11-16,1760-11-16,,1767-07-05,1767-07-05,,Leis,1760-11-16,Leis,,,,Lisboa,1760-11-16,,,,
198850,João José de Mendonça Cortez,m,Doutor em Direito,1861-07-28,"Doutoramento 28.07.1861 Aprovado Nemine Discrepante, Atos grandes n.º 4, fl. 126v.",1853-10-31,1853-10-31,,1861-07-28,1861-07-28,,Direito,1853-10-31,Direito,,,,Olhão,1853-10-31,,,,
216163,João José de Oliveira Vidal,m,Doutor em Cursos jurídicos (Cânones ou Leis),1798-07-08,"Doutoramento 08.07.1798, Atos grandes n.º 2, fl. 173",1792-10-09,1792-10-09,,1798-07-08,1798-07-08,,Cursos jurídicos (Cânones ou Leis),1792-10-09,Direito,,,,Porto,1792-10-09,,,,
194992,João Justiniano,m,Doutor em Cânones,1752-04-13,"13.04.1752, Atos n.º 86, fl. 110",1750-10-01,1750-10-01,,1752-04-13,1752-04-13,,Cânones,1750-10-01,Cânones,,,,Évora,1750-10-01,,,,
296891,João Justino Pinto de Gouveia e Seabra,m,Doutor em Leis,1819-07-27,"Doutoramento 27.07.1819, Atos n.º 3, fl. 93",1816-05-31,1816-05-31,,1819-07-27,1819-07-27,,Leis,1816-05-31,Leis,,,,Lobrigos,1816-05-31,,,,
196338,João Lampreia,m,Doutor em Leis,1645-05-14,Doutor 14.05.1645,1640-11-20,1640-11-20,,1649-10-15,1649-10-15,,Leis,1640-11-20,Leis,,,,Serpa,1640-11-20,,,,
141715,João Leite de Aguilar,m,Doutor em Cânones,1642-07-06,"""1642/07/06, volume 32, Livro 3, fl. 47v. """,1626-10-14,1626-10-14,,1642-07-06,1642-07-06,,Cânones,1626-10-14,Cânones,,,,Lisboa,1626-10-14,,,,
188726,João Lopes Henriques,m,Doutor em Leis,1583-01-30,Doutor 30.01.1583,1577-10-02,1577-10-02,,1583-01-30,1583-01-30,,Leis,1577-10-02,Leis,,,,Setúbal,1577-10-02,,,,
202031,João Luís Pereira da Costa,m,Doutor em Cânones,1784-05-23,"Doutoramento 23.05.1784, Atos grandes n.º 1, fl. 174",1776-11-18,1776-11-18,,1784-05-23,1784-05-23,,Cânones,1776-11-18,Cânones,,,,Barcelos,1776-11-18,,,,
223521,João Luís Seron,m,Doutor em Medicina,1678-10-25,João Luís Seron (Doutor Graduado pela Universidade de Valência),1678-10-25,1678-10-25,,1678-10-25,1678-10-25,,Medicina,1678-10-25,Medicina,,,,,,,,,
165071,João Machado de Eça,m,Doutor em Leis,1728-11-21,21.11.1728,1722-10-01,1722-10-01,,1728-11-21,1728-11-21,,Leis,1722-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Leis,Matemática.",Guimarães,1722-10-01,,Leis,1722-10-01,
165071,João Machado de Eça,m,Doutor em Leis,1728-11-21,21.11.1728,1722-10-01,1722-10-01,,1728-11-21,1728-11-21,,Matemática,1722-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Leis,Matemática.",Guimarães,1722-10-01,,Leis,1722-10-01,
184002,João Manuel,m,Doutor em Teologia,1713-02-19,Doutor 19.02.1713,1712-06-30,1712-06-30,,1713-02-19,1713-02-19,,Teologia,1712-06-30,Teologia,,,,,,,,,
141286,João Manuel do Espírito Santo Abrunhosa,m,Doutor em Cânones,1801-02-01,"01.02.1801, Atos Grande n.º 2, fl. 179.",1794-10-09,1794-10-09,,1801-02-01,1801-02-01,,Cânones,1794-10-09,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Vila Nova de Foz Côa,1794-10-09,,Cânones,1794-10-09,
141286,João Manuel do Espírito Santo Abrunhosa,m,Doutor em Cânones,1801-02-01,"01.02.1801, Atos Grande n.º 2, fl. 179.",1794-10-09,1794-10-09,,1801-02-01,1801-02-01,,Leis,1794-10-09,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Cânones para Cânones,Leis.",Vila Nova de Foz Côa,1794-10-09,,Cânones,1794-10-09,
148420,João Marcelino Arroio,m,Doutor em Direito,1884-11-01,"Doutor: 01.11.1884, Atos Grandes n.º 6, fl. 140",1877-10-16,1877-10-16,,1884-11-01,1884-11-01,,Direito,1877-10-16,Direito,,,,Porto,1877-10-16,,,,
208120,João Marques da Cruz,m,Doutor em Cânones,1657-07-19,Doutor 19.07.1657,1651-10-15,1651-10-15,,1659-10-18,1659-10-18,,Cânones,1651-10-15,Cânones,,,,Idanha-a-Nova,1651-10-15,,,,
155324,João Marques da Fonseca,m,Doutor em Cânones,1711-07-12,Doutor 12.07.1711,1703-12-01,1703-12-01,,1711-07-12,1711-07-12,,Cânones,1703-12-01,Cânones,,,,Lisboa,1703-12-01,,,,
193782,João Mauricio da Silva Laboreiro,m,Doutor em Leis,1794-11-05,"05.11.1794, fl. 170 v.",1787-10-05,1787-10-05,,1794-11-05,1794-11-05,,Leis,1787-10-05,Leis,,,,Montemor-o-Novo,1787-10-05,,,,
202076,João Mendes da Costa,m,Doutor em Cânones,1746-07-17,"Doutoramento 17.07.1746, Atos n.º 80, fl. 157v.",1740-10-01,1740-10-01,,1746-07-17,1746-07-17,,Cânones,1740-10-01,Cânones,,,,Montemor-o-Velho,1740-10-01,,,,
155942,João Mendes de Carvalho,m,Doutor em Medicina,1658-06-23,23.06.1658,1649-10-01,1649-10-01,,1658-06-23,1658-06-23,,Medicina,1649-10-01,Medicina,,,,Coimbra,1649-10-01,,,,
199059,João Mendes de Távora,m,Doutor em Matemática,1623-02-19,"19.02.1623, volume 27, Livro 1, fl. 7",1618-10-25,1618-10-25,,1623-02-19,1623-02-19,,Matemática,1618-10-25,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Matemática,Teologia.",Mogadouro,1618-10-25,,Teologia,1618-10-25,
199059,João Mendes de Távora,m,Doutor em Matemática,1623-02-19,"19.02.1623, volume 27, Livro 1, fl. 7",1618-10-25,1618-10-25,,1623-02-19,1623-02-19,,Matemática,1618-10-25,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Matemática,Teologia.",Mogadouro,1618-10-25,,Teologia,1618-10-25,
199059,João Mendes de Távora,m,Doutor em Matemática,1623-02-19,"19.02.1623, volume 27, Livro 1, fl. 7",1618-10-25,1618-10-25,,1623-02-19,1623-02-19,,Teologia,1618-10-25,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Teologia para Matemática,Teologia.",Mogadouro,1618-10-25,,Teologia,1618-10-25,
199059,João Mendes de Távora,m,Doutor em Matemática,1623-02-19,"19.02.1623, volume 27, Livro 1, fl. 7",1618-10-25,1618-10-25,,1623-02-19,1623-02-19,,Teologia,1618-10-25,Faculdade corrigida,"Faculdade corrigida, combinação incomum",2022-05-01,"Teologia para Matemática,Teologia.",Mogadouro,1618-10-25,,Teologia,1618-10-25,
155367,João Monteiro da Fonseca,m,Doutor em Cânones,1663-10-07,Doutor 07.10.1663,1656-10-15,1656-10-15,,1663-10-07,1663-10-07,,Cânones,1656-10-15,Cânones,,,,Tomar,1656-10-15,,,,
235010,João Moreno,m,Doutor em Leis,1550-11-11,grau de Doutor em leis 1550.11.11,1538-00-00,1538-00-00,,1550-11-11,1550-11-11,,Leis,1538-00-00,Leis,,,,Tavira,1538-00-00,,,,
247596,João Mourão,m,Doutor em Teologia,1792-07-31,"Doutoramento 31.07.1792 Aprovado Nemine Discrepante, Atos grandes n.º 2, fl. 163",1786-10-14,1786-10-14,,1792-07-31,1792-07-31,,Teologia,1786-10-14,Teologia,,,,Lisboa,1786-10-14,,,,
185308,João Osório Beltrão,m,Doutor em Cânones,1694-10-10,Doutor 10.10.1694,1687-10-01,1687-10-01,,1695-07-30,1695-07-30,,Cânones,1687-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Carapito,1687-10-01,,Leis,1687-10-01,
185308,João Osório Beltrão,m,Doutor em Cânones,1694-10-10,Doutor 10.10.1694,1687-10-01,1687-10-01,,1695-07-30,1695-07-30,,Leis,1687-10-01,Faculdade corrigida,Aviso: faculdade corrigida,2022-05-01,"Leis para Cânones,Leis.",Carapito,1687-10-01,,Leis,1687-10-01,
210754,João Paim Leite,m,Doutor em Leis,1752-05-22,"Doutoramento 22.05.1752, Atos n.º 86, fl. 164",1747-10-01,1747-10-01,,1752-05-22,1752-05-22,,Leis,1747-10-01,Leis,,,,"Ilha do Faial, Açores",1747-10-01,,,,
